Order_ID,Customer_ID,Region,Category,Sub_Category,Product_Name,Quantity,Sales,Cost,Profit,Order_Date
ORD10802,CUST1882,North,Furniture,Chairs,Office Chair,2,78.73,55.71,23.02,2023-01-27
ORD10803,CUST1648,South,Office Supplies,Storage,Storage Box,6,76.94,63.1,13.84,2023-02-27
ORD10804,CUST1978,East,Office Supplies,Storage,Storage Box,5,241.37,172.82,68.55,2022-09-12
ORD10805,CUST1294,North,Furniture,Bookcases,Metal Bookcase,2,881.28,670.08,211.2,2023-07-22
ORD10806,CUST1953,South,Furniture,Tables,Office Desk,4,537.63,338.56,199.07,2023-08-11
ORD10807,CUST1275,South,Office Supplies,Storage,Storage Box,8,339.67,260.8,78.87,2024-01-25
ORD10808,CUST1204,South,Office Supplies,Binders,Binder B,4,994.2,760.3,233.9,2022-08-23
ORD10809,CUST1207,South,Office Supplies,Paper,A4 Paper Pack,2,562.21,445.42,116.79,2022-05-03
ORD10810,CUST1942,North,Office Supplies,Storage,File Storage,10,470.55,246.59,223.96,2022-01-07
ORD10811,CUST1782,North,Furniture,Tables,Office Desk,8,566.67,500.4,66.27,2023-08-12
ORD10812,CUST1889,East,Furniture,Chairs,Office Chair,7,183.55,142.44,41.11,2022-08-16
ORD10813,CUST1768,South,Technology,Copiers,Office Copier Y,8,208.92,149.24,59.68,2023-07-08
ORD10814,CUST1033,East,Furniture,Bookcases,Wood Bookcase,8,105.71,71.9,33.81,2022-05-04
ORD10815,CUST1715,West,Furniture,Bookcases,Wood Bookcase,1,758.6,484.77,273.83,2023-11-22
ORD10816,CUST1215,West,Office Supplies,Binders,Binder B,6,668.26,546.76,121.5,2023-09-20
ORD10817,CUST1882,East,Technology,Copiers,Office Copier Y,4,927.91,551.05,376.86,2022-10-03
ORD10818,CUST1482,East,Furniture,Chairs,Office Chair,7,405.32,227.37,177.95,2022-08-04
ORD10819,CUST1429,East,Furniture,Tables,Office Desk,8,992.56,864.32,128.24,2022-07-04
ORD10820,CUST1585,South,Office Supplies,Storage,Storage Box,2,544.56,455.7,88.86,2024-01-09
ORD10821,CUST1276,South,Office Supplies,Paper,Premium Paper Pack,4,525.75,394.02,131.73,2022-05-30
ORD10822,CUST1819,South,Furniture,Chairs,Ergo Chair,7,98.23,78.79,19.44,2023-05-27
ORD10823,CUST1137,East,Furniture,Tables,Office Desk,9,136.44,113.3,23.14,2024-05-29
ORD10824,CUST1581,North,Furniture,Chairs,Ergo Chair,1,784.21,614.43,169.78,2022-08-09
ORD10825,CUST1833,East,Furniture,Bookcases,Wood Bookcase,8,45.8,28.45,17.35,2024-02-02
ORD10826,CUST1342,East,Furniture,Tables,Office Desk,6,270.48,174.2,96.28,2022-01-21
ORD10827,CUST1421,North,Furniture,Bookcases,Wood Bookcase,10,96.77,84.65,12.12,2023-08-13
ORD10828,CUST1665,South,Furniture,Tables,Office Desk,9,558.26,347.35,210.91,2023-05-15
ORD10829,CUST1793,West,Technology,Accessories,Headphones,5,403.01,273.6,129.41,2023-04-20
ORD10830,CUST1646,South,Technology,Copiers,Office Copier Y,7,604.59,427.0,177.59,2023-10-09
ORD10831,CUST1627,West,Technology,Phones,iPhone Model A,6,920.2,643.02,277.18,2022-08-22
ORD10832,CUST1321,East,Office Supplies,Paper,Premium Paper Pack,10,992.24,834.05,158.19,2023-10-23
ORD10833,CUST1404,East,Furniture,Tables,Office Desk,7,216.43,188.78,27.65,2022-06-21
ORD10834,CUST1188,North,Technology,Copiers,Office Copier X,5,125.2,103.54,21.66,2024-02-01
ORD10835,CUST1717,North,Technology,Phones,Galaxy Model B,2,386.82,329.26,57.56,2022-04-08
ORD10836,CUST1065,West,Office Supplies,Binders,Binder A,7,869.38,714.95,154.43,2023-06-21
ORD10837,CUST1783,North,Technology,Accessories,Headphones,3,792.13,492.6,299.53,2022-03-28
ORD10838,CUST1670,West,Furniture,Chairs,Ergo Chair,5,90.11,59.58,30.53,2023-03-30
ORD10839,CUST1641,South,Technology,Copiers,Office Copier X,1,181.79,141.43,40.36,2022-02-05
ORD10840,CUST1679,East,Furniture,Tables,Office Desk,9,352.64,313.94,38.7,2022-10-06
ORD10841,CUST1561,West,Technology,Copiers,Office Copier X,10,644.56,534.34,110.22,2023-09-04
ORD10842,CUST1467,West,Office Supplies,Storage,File Storage,6,141.2,119.29,21.91,2023-05-09
ORD10843,CUST1552,South,Technology,Accessories,Wireless Charger,6,923.53,641.69,281.84,2023-02-27
ORD10844,CUST1266,South,Furniture,Chairs,Ergo Chair,9,610.19,491.77,118.42,2024-04-14
ORD10845,CUST1776,South,Furniture,Tables,Office Desk,9,183.09,128.35,54.74,2022-01-09
ORD10846,CUST1704,West,Furniture,Tables,Conference Table,7,404.68,226.03,178.65,2024-03-28
ORD10847,CUST1299,South,Technology,Copiers,Office Copier Y,4,373.86,197.12,176.74,2023-02-26
ORD10848,CUST1903,West,Furniture,Chairs,Ergo Chair,7,35.55,19.7,15.85,2024-04-28
ORD10849,CUST1387,South,Furniture,Chairs,Office Chair,4,963.48,693.52,269.96,2023-06-14
ORD10850,CUST1782,East,Furniture,Bookcases,Metal Bookcase,7,966.16,650.22,315.94,2022-07-12
ORD10851,CUST1873,North,Technology,Phones,Galaxy Model B,2,318.7,223.87,94.83,2023-10-15
ORD10852,CUST1466,West,Furniture,Bookcases,Metal Bookcase,4,445.12,241.37,203.75,2022-11-25
ORD10853,CUST1019,South,Technology,Copiers,Office Copier X,3,644.42,377.9,266.52,2022-04-15
ORD10854,CUST1288,East,Technology,Copiers,Office Copier Y,1,623.39,473.83,149.56,2022-08-27
ORD10855,CUST1092,South,Technology,Accessories,USB Cable,6,160.5,84.19,76.31,2023-03-07
ORD10856,CUST1319,West,Furniture,Tables,Conference Table,6,782.95,535.48,247.47,2022-03-24
ORD10857,CUST1863,South,Technology,Accessories,Wireless Charger,2,67.58,60.68,6.9,2023-07-11
ORD10858,CUST1481,South,Technology,Accessories,Wireless Charger,1,67.2,52.28,14.92,2022-05-05
ORD10859,CUST1997,South,Furniture,Tables,Conference Table,1,983.84,586.05,397.79,2022-07-23
ORD10860,CUST1471,North,Office Supplies,Storage,Storage Box,8,150.83,82.74,68.09,2023-02-03
ORD10861,CUST1697,East,Furniture,Chairs,Ergo Chair,9,310.24,167.66,142.58,2023-06-18
ORD10862,CUST1125,East,Furniture,Bookcases,Metal Bookcase,4,695.24,364.94,330.3,2023-01-05
ORD10863,CUST1908,North,Office Supplies,Binders,Binder A,4,514.33,462.22,52.11,2023-10-11
ORD10864,CUST1444,East,Technology,Phones,Galaxy Model B,10,815.83,608.68,207.15,2022-05-03
ORD10865,CUST1405,South,Technology,Phones,Pixel Model C,8,313.19,234.75,78.44,2023-12-06
ORD10866,CUST1610,South,Furniture,Chairs,Ergo Chair,3,531.77,356.52,175.25,2023-05-27
ORD10867,CUST1093,East,Office Supplies,Binders,Binder A,6,139.4,119.14,20.26,2023-10-23
ORD10868,CUST1157,North,Technology,Accessories,USB Cable,6,455.29,263.09,192.2,2023-07-26
ORD10869,CUST1807,East,Furniture,Bookcases,Wood Bookcase,1,374.08,249.01,125.07,2023-12-07
ORD10870,CUST1386,East,Office Supplies,Binders,Binder B,1,829.26,657.97,171.29,2023-05-12
ORD10871,CUST1723,West,Office Supplies,Paper,Premium Paper Pack,4,771.61,389.21,382.4,2023-08-04
ORD10872,CUST1191,East,Furniture,Bookcases,Metal Bookcase,5,421.99,292.24,129.75,2024-06-07
ORD10873,CUST1851,South,Technology,Copiers,Office Copier X,8,29.0,17.51,11.49,2022-10-30
ORD10874,CUST1839,East,Office Supplies,Paper,Premium Paper Pack,1,762.69,423.17,339.52,2024-03-05
ORD10875,CUST1653,West,Office Supplies,Binders,Binder A,10,539.96,316.46,223.5,2024-05-27
ORD10876,CUST1372,South,Furniture,Bookcases,Wood Bookcase,9,22.0,13.12,8.88,2024-04-18
ORD10877,CUST1396,South,Office Supplies,Storage,File Storage,9,976.12,801.02,175.1,2022-06-07
ORD10878,CUST1627,East,Furniture,Tables,Office Desk,2,959.98,667.32,292.66,2022-04-09
ORD10879,CUST1535,North,Technology,Phones,iPhone Model A,1,118.64,85.32,33.32,2022-07-26
ORD10880,CUST1109,West,Technology,Phones,iPhone Model A,10,459.83,385.22,74.61,2023-10-20
ORD10881,CUST1856,West,Office Supplies,Paper,Premium Paper Pack,1,107.1,74.47,32.63,2023-01-11
ORD10882,CUST1226,North,Technology,Phones,Pixel Model C,8,158.55,99.87,58.68,2024-05-02
ORD10883,CUST1081,West,Office Supplies,Binders,Binder B,9,739.98,510.89,229.09,2024-02-01
ORD10884,CUST1960,West,Furniture,Bookcases,Wood Bookcase,10,382.13,251.36,130.77,2022-09-30
ORD10885,CUST1541,North,Office Supplies,Binders,Binder B,2,464.85,378.39,86.46,2022-08-10
ORD10886,CUST1983,North,Technology,Copiers,Office Copier X,9,893.16,787.89,105.27,2023-01-30
ORD10887,CUST1194,South,Office Supplies,Storage,Storage Box,10,789.03,494.06,294.97,2023-10-03
ORD10888,CUST1970,South,Office Supplies,Storage,File Storage,2,691.25,466.62,224.63,2024-02-24
ORD10889,CUST1653,East,Office Supplies,Paper,Premium Paper Pack,2,262.12,219.22,42.9,2022-06-20
ORD10890,CUST1811,South,Office Supplies,Paper,Premium Paper Pack,3,48.04,41.35,6.69,2023-07-01
ORD10891,CUST1614,West,Furniture,Tables,Office Desk,6,466.86,352.42,114.44,2023-02-27
ORD10892,CUST1782,West,Office Supplies,Paper,A4 Paper Pack,10,662.76,568.68,94.08,2023-07-13
ORD10893,CUST1219,West,Office Supplies,Storage,File Storage,6,640.3,477.39,162.91,2023-04-09
ORD10894,CUST1458,West,Technology,Copiers,Office Copier X,5,75.99,53.75,22.24,2023-09-03
ORD10895,CUST1016,South,Furniture,Chairs,Office Chair,4,158.67,126.14,32.53,2022-08-08
ORD10896,CUST1876,East,Technology,Copiers,Office Copier Y,9,517.1,399.25,117.85,2023-06-08
ORD10897,CUST1569,South,Technology,Phones,Galaxy Model B,6,51.26,27.37,23.89,2022-06-09
ORD10898,CUST1141,East,Furniture,Bookcases,Wood Bookcase,4,719.16,380.32,338.84,2022-09-20
ORD10899,CUST1830,East,Technology,Copiers,Office Copier Y,10,80.54,40.66,39.88,2022-08-11
ORD10900,CUST1751,North,Office Supplies,Paper,Premium Paper Pack,3,956.94,760.77,196.17,2023-05-15
ORD10901,CUST1845,North,Office Supplies,Storage,File Storage,1,359.72,222.53,137.19,2024-01-19
ORD10902,CUST1827,West,Technology,Phones,Galaxy Model B,6,356.21,288.48,67.73,2024-06-19
ORD10903,CUST1836,West,Furniture,Chairs,Ergo Chair,10,664.76,381.62,283.14,2022-01-12
ORD10904,CUST1649,West,Technology,Accessories,Headphones,1,182.37,98.36,84.01,2022-11-23
ORD10905,CUST1552,South,Furniture,Bookcases,Wood Bookcase,3,663.7,534.78,128.92,2022-02-21
ORD10906,CUST1689,West,Furniture,Bookcases,Wood Bookcase,4,272.4,138.48,133.92,2023-03-19
ORD10907,CUST1296,West,Technology,Phones,Galaxy Model B,2,91.35,81.04,10.31,2023-05-03
ORD10908,CUST1585,North,Office Supplies,Paper,Premium Paper Pack,2,302.49,244.32,58.17,2023-02-13
ORD10909,CUST1513,West,Office Supplies,Binders,Binder A,8,628.42,410.22,218.2,2023-07-27
ORD10910,CUST1202,West,Furniture,Bookcases,Wood Bookcase,9,213.63,117.19,96.44,2023-09-23
ORD10911,CUST1753,South,Technology,Phones,Galaxy Model B,7,618.86,501.19,117.67,2022-11-28
ORD10912,CUST1701,North,Technology,Copiers,Office Copier Y,7,647.47,461.08,186.39,2023-01-10
ORD10913,CUST1356,South,Furniture,Tables,Conference Table,5,51.53,45.73,5.8,2022-06-23
ORD10914,CUST1358,West,Office Supplies,Binders,Binder B,1,800.73,494.15,306.58,2024-04-17
ORD10915,CUST1239,South,Office Supplies,Paper,A4 Paper Pack,2,980.17,726.06,254.11,2022-04-26
ORD10916,CUST1757,North,Technology,Copiers,Office Copier X,5,586.6,468.83,117.77,2022-01-15
ORD10917,CUST1351,North,Furniture,Tables,Office Desk,1,813.65,620.48,193.17,2022-12-06
ORD10918,CUST1214,South,Technology,Copiers,Office Copier Y,9,136.81,86.92,49.89,2023-05-10
ORD10919,CUST1637,South,Office Supplies,Storage,Storage Box,7,928.8,547.85,380.95,2023-08-20
ORD10920,CUST1927,North,Furniture,Chairs,Ergo Chair,5,378.45,254.63,123.82,2022-07-25
ORD10921,CUST1808,East,Technology,Accessories,Headphones,1,445.01,331.61,113.4,2022-03-10
ORD10922,CUST1397,East,Office Supplies,Storage,File Storage,2,943.65,562.68,380.97,2022-01-20
ORD10923,CUST1299,West,Technology,Accessories,Headphones,2,130.29,75.44,54.85,2022-11-20
ORD10924,CUST1496,North,Technology,Phones,Pixel Model C,8,888.06,673.44,214.62,2023-07-29
ORD10925,CUST1948,North,Technology,Phones,Pixel Model C,5,293.05,242.17,50.88,2022-12-08
ORD10926,CUST1501,West,Office Supplies,Binders,Binder A,6,862.76,723.52,139.24,2023-12-02
ORD10927,CUST1360,East,Office Supplies,Paper,A4 Paper Pack,9,919.74,552.67,367.07,2022-10-10
ORD10928,CUST1831,North,Office Supplies,Paper,Premium Paper Pack,1,757.49,518.29,239.2,2023-07-23
ORD10929,CUST1971,East,Technology,Phones,Galaxy Model B,7,843.58,667.61,175.97,2023-11-04
ORD10930,CUST1140,North,Office Supplies,Paper,A4 Paper Pack,7,778.68,593.72,184.96,2022-09-04
ORD10931,CUST1586,South,Furniture,Tables,Office Desk,8,185.65,133.3,52.35,2023-07-10
ORD10932,CUST1134,South,Office Supplies,Binders,Binder A,3,984.82,861.67,123.15,2022-11-13
ORD10933,CUST1705,South,Furniture,Chairs,Ergo Chair,6,52.74,29.85,22.89,2022-03-11
ORD10934,CUST1570,North,Technology,Accessories,USB Cable,1,140.41,110.98,29.43,2024-02-23
ORD10935,CUST1326,West,Furniture,Tables,Office Desk,5,819.61,479.8,339.81,2022-06-05
ORD10936,CUST1797,South,Technology,Phones,iPhone Model A,1,510.79,427.16,83.63,2024-02-20
ORD10937,CUST1626,East,Office Supplies,Storage,Storage Box,10,735.47,527.25,208.22,2022-08-26
ORD10938,CUST1236,North,Furniture,Chairs,Office Chair,3,594.44,418.1,176.34,2023-05-30
ORD10939,CUST1866,West,Office Supplies,Storage,File Storage,3,304.57,221.12,83.45,2024-05-22
ORD10940,CUST1396,West,Furniture,Chairs,Ergo Chair,4,692.0,587.74,104.26,2022-08-20
ORD10941,CUST1033,West,Technology,Accessories,Wireless Charger,4,639.93,514.79,125.14,2024-01-31
ORD10942,CUST1687,South,Technology,Phones,iPhone Model A,8,168.47,115.34,53.13,2024-06-06
ORD10943,CUST1631,West,Office Supplies,Paper,Premium Paper Pack,4,19.24,11.52,7.72,2023-03-14
ORD10944,CUST1414,North,Office Supplies,Storage,File Storage,6,729.2,653.89,75.31,2023-02-08
ORD10945,CUST1626,North,Office Supplies,Binders,Binder B,8,108.19,71.47,36.72,2024-04-26
ORD10946,CUST1898,North,Technology,Copiers,Office Copier Y,1,802.07,466.5,335.57,2023-07-26
ORD10947,CUST1396,North,Technology,Accessories,Wireless Charger,7,559.53,443.84,115.69,2022-11-08
ORD10948,CUST1792,East,Furniture,Chairs,Office Chair,5,619.83,356.53,263.3,2023-09-20
ORD10949,CUST1941,North,Office Supplies,Storage,Storage Box,8,361.83,294.35,67.48,2024-04-29
ORD10950,CUST1661,West,Technology,Copiers,Office Copier X,3,558.68,280.51,278.17,2024-03-08
ORD10951,CUST1599,South,Furniture,Tables,Office Desk,8,763.38,392.47,370.91,2022-01-26
ORD10952,CUST1183,West,Office Supplies,Storage,Storage Box,8,748.28,434.74,313.54,2022-04-03
ORD10953,CUST1256,East,Office Supplies,Storage,Storage Box,2,958.49,620.31,338.18,2022-04-04
ORD10954,CUST1116,West,Office Supplies,Paper,A4 Paper Pack,9,333.66,186.7,146.96,2023-12-26
ORD10955,CUST1393,South,Furniture,Bookcases,Metal Bookcase,1,312.55,265.87,46.68,2024-02-26
ORD10956,CUST1174,East,Office Supplies,Storage,Storage Box,3,996.37,644.97,351.4,2024-06-08
ORD10957,CUST1148,South,Office Supplies,Binders,Binder B,5,454.12,358.22,95.9,2022-11-13
ORD10958,CUST1747,West,Furniture,Bookcases,Wood Bookcase,2,887.33,654.16,233.17,2022-05-15
ORD10959,CUST1983,South,Technology,Copiers,Office Copier Y,1,397.61,264.43,133.18,2023-04-15
ORD10960,CUST1509,West,Office Supplies,Binders,Binder B,4,698.66,350.23,348.43,2022-08-11
ORD10961,CUST1602,West,Furniture,Tables,Office Desk,2,623.39,400.34,223.05,2023-09-08
ORD10962,CUST1614,North,Technology,Copiers,Office Copier Y,10,796.26,427.75,368.51,2023-10-06
ORD10963,CUST1570,South,Technology,Phones,iPhone Model A,1,592.32,410.12,182.2,2023-10-31
ORD10964,CUST1357,North,Technology,Phones,Pixel Model C,10,645.9,339.71,306.19,2024-05-08
ORD10965,CUST1617,East,Furniture,Chairs,Ergo Chair,2,584.18,423.29,160.89,2023-03-03
ORD10966,CUST1182,South,Office Supplies,Paper,A4 Paper Pack,8,565.05,418.93,146.12,2024-02-07
ORD10967,CUST1592,East,Technology,Phones,Galaxy Model B,6,679.7,558.71,120.99,2023-01-13
ORD10968,CUST1919,West,Technology,Accessories,Headphones,2,277.12,230.02,47.1,2022-10-27
ORD10969,CUST1482,South,Technology,Copiers,Office Copier Y,6,503.27,267.15,236.12,2023-06-24
ORD10970,CUST1423,South,Office Supplies,Binders,Binder A,2,67.97,43.07,24.9,2023-08-09
ORD10971,CUST1747,North,Furniture,Bookcases,Metal Bookcase,7,787.05,616.32,170.73,2023-09-16
ORD10972,CUST1868,East,Furniture,Bookcases,Metal Bookcase,3,790.73,558.97,231.76,2023-09-22
ORD10973,CUST1576,West,Office Supplies,Storage,File Storage,8,445.8,249.19,196.61,2024-04-07
ORD10974,CUST1184,South,Office Supplies,Paper,A4 Paper Pack,1,334.91,225.6,109.31,2022-05-02
ORD10975,CUST1024,West,Office Supplies,Binders,Binder A,10,97.71,57.48,40.23,2023-03-01
ORD10976,CUST1423,North,Furniture,Tables,Conference Table,1,602.24,478.34,123.9,2023-10-18
ORD10977,CUST1206,East,Furniture,Chairs,Office Chair,5,998.36,871.81,126.55,2023-06-03
ORD10978,CUST1563,East,Technology,Phones,Pixel Model C,6,646.14,431.94,214.2,2022-12-16
ORD10979,CUST1405,North,Technology,Phones,Galaxy Model B,6,639.82,520.98,118.84,2023-11-20
ORD10980,CUST1490,West,Technology,Copiers,Office Copier X,8,127.15,84.42,42.73,2022-06-09
ORD10981,CUST1642,West,Office Supplies,Paper,Premium Paper Pack,7,841.4,549.88,291.52,2024-01-31
ORD10982,CUST1057,East,Office Supplies,Storage,File Storage,9,576.15,423.53,152.62,2023-07-03
ORD10983,CUST1019,South,Office Supplies,Storage,File Storage,6,192.63,124.23,68.4,2022-03-09
ORD10984,CUST1992,South,Furniture,Chairs,Office Chair,7,341.17,174.16,167.01,2023-10-04
ORD10985,CUST1547,South,Office Supplies,Storage,File Storage,3,33.95,28.27,5.68,2023-09-02
ORD10986,CUST1119,East,Office Supplies,Paper,A4 Paper Pack,5,280.34,198.27,82.07,2023-02-28
ORD10987,CUST1088,West,Technology,Accessories,Wireless Charger,5,305.74,267.91,37.83,2022-08-10
ORD10988,CUST1537,East,Technology,Phones,Galaxy Model B,1,266.7,179.19,87.51,2024-03-07
ORD10989,CUST1206,North,Furniture,Bookcases,Wood Bookcase,8,874.0,731.34,142.66,2023-05-28
ORD10990,CUST1157,South,Furniture,Tables,Office Desk,6,194.24,159.48,34.76,2022-05-27
ORD10991,CUST1787,North,Office Supplies,Storage,Storage Box,4,463.61,321.37,142.24,2024-01-12
ORD10992,CUST1037,West,Furniture,Bookcases,Wood Bookcase,1,142.15,75.66,66.49,2022-11-15
ORD10993,CUST1954,North,Office Supplies,Storage,Storage Box,6,730.66,510.43,220.23,2023-04-24
ORD10994,CUST1910,North,Technology,Copiers,Office Copier Y,1,442.48,350.36,92.12,2023-08-15
ORD10995,CUST1776,East,Office Supplies,Binders,Binder B,4,767.86,432.74,335.12,2022-07-17
ORD10996,CUST1293,East,Office Supplies,Paper,Premium Paper Pack,2,614.12,340.31,273.81,2022-10-07
ORD10997,CUST1152,South,Furniture,Chairs,Ergo Chair,10,753.86,575.03,178.83,2023-07-28
ORD10998,CUST1526,North,Technology,Copiers,Office Copier Y,9,957.05,504.92,452.13,2022-11-23
ORD10999,CUST1277,South,Office Supplies,Paper,A4 Paper Pack,3,66.48,40.74,25.74,2022-03-14
ORD11000,CUST1318,East,Office Supplies,Paper,A4 Paper Pack,3,269.09,161.13,107.96,2022-01-30
ORD11001,CUST1482,North,Technology,Accessories,USB Cable,2,907.19,544.15,363.04,2023-03-13
ORD11002,CUST1401,South,Office Supplies,Storage,File Storage,10,279.23,224.43,54.8,2022-12-31
ORD11003,CUST1319,East,Technology,Copiers,Office Copier X,8,455.24,369.06,86.18,2023-08-05
ORD11004,CUST1134,North,Office Supplies,Paper,A4 Paper Pack,8,74.71,51.93,22.78,2022-11-14
ORD11005,CUST1700,West,Furniture,Chairs,Ergo Chair,3,43.28,22.72,20.56,2024-05-31
ORD11006,CUST1917,East,Furniture,Tables,Conference Table,6,907.37,504.22,403.15,2024-03-18
ORD11007,CUST1881,East,Furniture,Tables,Conference Table,2,537.1,356.87,180.23,2023-05-02
ORD11008,CUST1115,East,Furniture,Tables,Conference Table,5,353.87,304.3,49.57,2024-02-26
ORD11009,CUST1356,South,Office Supplies,Binders,Binder B,2,31.61,24.2,7.41,2022-11-30
ORD11010,CUST1569,North,Furniture,Bookcases,Metal Bookcase,7,963.76,697.83,265.93,2023-08-28
ORD11011,CUST1423,South,Office Supplies,Binders,Binder A,8,937.45,488.32,449.13,2023-01-29
ORD11012,CUST1067,East,Technology,Copiers,Office Copier Y,7,424.61,256.49,168.12,2023-08-04
ORD11013,CUST1806,East,Office Supplies,Storage,Storage Box,3,733.51,654.67,78.84,2023-11-10
ORD11014,CUST1685,North,Office Supplies,Storage,File Storage,2,263.96,201.05,62.91,2023-08-30
ORD11015,CUST1610,West,Furniture,Bookcases,Wood Bookcase,8,206.12,149.67,56.45,2022-06-30
ORD11016,CUST1315,West,Technology,Copiers,Office Copier X,10,469.29,417.11,52.18,2024-02-29
ORD11017,CUST1839,West,Furniture,Tables,Conference Table,2,612.44,391.84,220.6,2022-08-11
ORD11018,CUST1836,South,Office Supplies,Storage,Storage Box,3,122.95,68.91,54.04,2023-11-08
ORD11019,CUST1152,West,Office Supplies,Paper,Premium Paper Pack,10,233.06,139.93,93.13,2023-08-15
ORD11020,CUST1457,South,Technology,Copiers,Office Copier Y,5,852.11,617.34,234.77,2023-08-07
ORD11021,CUST1813,East,Furniture,Bookcases,Metal Bookcase,2,528.16,288.33,239.83,2023-08-20
ORD11022,CUST1008,West,Technology,Accessories,USB Cable,6,861.54,679.86,181.68,2023-07-17
ORD11023,CUST1991,North,Technology,Copiers,Office Copier Y,2,76.99,60.29,16.7,2024-05-31
ORD11024,CUST1288,North,Technology,Accessories,Headphones,10,548.1,291.97,256.13,2023-02-08
ORD11025,CUST1640,East,Office Supplies,Paper,Premium Paper Pack,7,463.72,321.77,141.95,2023-03-22
ORD11026,CUST1558,South,Office Supplies,Binders,Binder B,3,174.12,152.93,21.19,2022-07-12
ORD11027,CUST1568,West,Furniture,Tables,Conference Table,5,851.48,653.6,197.88,2024-06-12
ORD11028,CUST1686,South,Technology,Phones,iPhone Model A,1,467.67,310.86,156.81,2022-05-28
ORD11029,CUST1738,West,Office Supplies,Paper,A4 Paper Pack,2,654.46,470.02,184.44,2022-05-21
ORD11030,CUST1657,West,Furniture,Bookcases,Metal Bookcase,10,71.65,50.51,21.14,2022-07-04
ORD11031,CUST1465,West,Office Supplies,Paper,Premium Paper Pack,6,808.34,552.66,255.68,2022-08-20
ORD11032,CUST1190,West,Office Supplies,Binders,Binder B,4,61.44,50.04,11.4,2023-12-31
ORD11033,CUST1513,East,Furniture,Bookcases,Metal Bookcase,1,209.35,126.33,83.02,2022-02-08
ORD11034,CUST1581,West,Office Supplies,Paper,A4 Paper Pack,10,173.06,109.39,63.67,2023-05-09
ORD11035,CUST1984,North,Technology,Copiers,Office Copier Y,8,759.18,537.31,221.87,2023-06-14
ORD11036,CUST1080,North,Technology,Accessories,Headphones,2,212.83,181.15,31.68,2023-12-02
ORD11037,CUST1648,East,Office Supplies,Binders,Binder B,9,880.79,747.11,133.68,2024-03-08
ORD11038,CUST1011,West,Furniture,Bookcases,Metal Bookcase,10,246.41,167.68,78.73,2024-01-22
ORD11039,CUST1339,West,Furniture,Tables,Office Desk,3,985.14,796.79,188.35,2022-02-06
ORD11040,CUST1711,East,Office Supplies,Storage,File Storage,1,36.9,19.41,17.49,2023-10-07
ORD11041,CUST1484,South,Office Supplies,Binders,Binder B,10,469.29,405.32,63.97,2022-01-28
ORD11042,CUST1293,West,Technology,Phones,Pixel Model C,2,543.31,379.84,163.47,2024-05-21
ORD11043,CUST1802,East,Furniture,Chairs,Office Chair,5,114.42,87.27,27.15,2024-05-28
ORD11044,CUST1263,North,Office Supplies,Binders,Binder A,10,823.88,537.31,286.57,2024-01-27
ORD11045,CUST1154,West,Furniture,Chairs,Office Chair,4,777.86,689.02,88.84,2023-05-12
ORD11046,CUST1185,North,Furniture,Chairs,Ergo Chair,10,211.73,150.19,61.54,2024-04-21
ORD11047,CUST1157,West,Furniture,Tables,Conference Table,8,294.27,240.46,53.81,2024-01-14
ORD11048,CUST1652,South,Technology,Copiers,Office Copier Y,1,581.82,438.6,143.22,2023-10-20
ORD11049,CUST1270,North,Technology,Phones,Galaxy Model B,7,799.94,526.67,273.27,2023-05-03
ORD11050,CUST1308,West,Office Supplies,Storage,Storage Box,7,915.94,653.26,262.68,2023-12-01
ORD11051,CUST1722,West,Furniture,Tables,Conference Table,9,166.38,129.5,36.88,2024-06-10
ORD11052,CUST1445,North,Furniture,Tables,Office Desk,6,795.33,498.44,296.89,2023-06-27
ORD11053,CUST1699,North,Technology,Copiers,Office Copier Y,7,858.61,740.51,118.1,2023-09-18
ORD11054,CUST1940,East,Furniture,Tables,Office Desk,2,284.14,253.85,30.29,2022-09-19
ORD11055,CUST1670,West,Furniture,Bookcases,Wood Bookcase,10,149.3,86.71,62.59,2024-02-28
ORD11056,CUST1199,East,Office Supplies,Storage,Storage Box,6,192.38,164.98,27.4,2023-07-15
ORD11057,CUST1010,North,Technology,Phones,Galaxy Model B,2,657.75,368.89,288.86,2023-06-22
ORD11058,CUST1106,West,Furniture,Chairs,Office Chair,5,445.92,332.71,113.21,2022-07-17
ORD11059,CUST1034,North,Office Supplies,Binders,Binder A,10,92.63,79.01,13.62,2023-11-04
ORD11060,CUST1915,South,Office Supplies,Storage,Storage Box,2,805.57,565.58,239.99,2022-03-30
ORD11061,CUST1876,South,Furniture,Bookcases,Wood Bookcase,2,967.46,645.4,322.06,2023-12-14
ORD11062,CUST1188,East,Furniture,Tables,Conference Table,8,984.27,755.1,229.17,2022-10-11
ORD11063,CUST1787,West,Office Supplies,Storage,File Storage,5,638.32,361.53,276.79,2022-06-15
ORD11064,CUST1799,North,Furniture,Chairs,Office Chair,7,883.11,592.56,290.55,2022-12-07
ORD11065,CUST1061,East,Furniture,Chairs,Office Chair,2,170.61,86.17,84.44,2023-05-19
ORD11066,CUST1950,South,Office Supplies,Paper,A4 Paper Pack,8,564.16,401.1,163.06,2022-04-22
ORD11067,CUST1147,West,Technology,Copiers,Office Copier X,8,722.16,618.24,103.92,2024-01-03
ORD11068,CUST1265,North,Technology,Phones,iPhone Model A,10,88.61,70.23,18.38,2024-01-16
